trading_date,msft_return,roa,cash_coverage,debt_to_asset,fcf_margin,net_income_qoq,MDA_Neutrality,Risk_Combined_Neutrality,MDA_Sentiment,Risk_Combined_Mean,MDA_Dispersion,Risk_Combined_Std,MDA_Delta,Risk_Delta,prepped_sentiment,prepped_dispersion,prepped_neutral,qa_sentiment,qa_dispersion,qa_neutral,days_since_earnings,days_since_filing,qqq_return,spy_return,msft_vs_tech,msft_vs_market,vix_level,vix_5d_trend,yield_10y_level,yield_10y_delta_5d,vol_rolling_21d,qqq_vol_21d,vol_garman_klass,vol_surge,dist_from_ma200,target_vol_21d
2019-04-25,0.03311743113007015,0.03345854809120294,0.08027693166366816,0.6396853551908417,0.3583461450394164,0.04619952494061752,0.2587823731203874,0.3209913700286831,0.5008105592181286,-0.5502393809147179,0.4274946326646252,0.39616806617992323,0.39813037061442935,-0.012554167592454535,0.36061398871243,0.24858517587550005,0.6140816039763964,0.26990879928537953,0.2336666873403087,0.6866437280550599,0.0,0.0,0.004058643023951092,-0.0006162613708685649,-0.00027518209410082317,-0.001208630687481116,13.140000343322754,0.9600000381469744,2.5220000743865967,-0.06999993324279785,0.09657063314664589,0.07652976129460759,0.115987218694433,1.5497732348405915,0.14853655992192616,0.2227855764167058
2019-04-26,0.0057298039407935875,0.03345854809120294,0.08027693166366816,0.6396853551908417,0.3583461450394164,0.04619952494061752,0.2587823731203874,0.3209913700286831,0.5008105592181286,-0.5502393809147179,0.4274946326646252,0.39616806617992323,0.39813037061442935,-0.012554167592454535,0.36061398871243,0.24858517587550005,0.6140816039763964,0.26990879928537953,0.2336666873403087,0.6866437280550599,1.0,1.0,0.0008926049063822106,0.004656941611856036,0.02905878810611906,0.03373369250093872,13.25,0.6499996185302717,2.5339999198913574,-0.05800008773803711,0.14227207121098823,0.07639346186508424,0.11793187474440579,1.8340950596824057,0.18501860702802952,0.22151715259718857
2019-04-29,-0.0009240060763361369,0.03345854809120294,0.08027693166366816,0.6396853551908417,0.3583461450394164,0.04619952494061752,0.2587823731203874,0.3209913700286831,0.5008105592181286,-0.5502393809147179,0.4274946326646252,0.39616806617992323,0.39813037061442935,-0.012554167592454535,0.36061398871243,0.24858517587550005,0.6140816039763964,0.26990879928537953,0.2336666873403087,0.6866437280550599,4.0,4.0,0.001940833537897646,0.0015674790132040872,0.004837199034411377,0.0010728623289375516,12.729999542236328,0.6399993896484375,2.505000114440918,-0.05499982833862305,0.13279343256544976,0.06890577273653137,0.11259881690804016,1.1382930310063024,0.190223370253914,0.2234839349424384
2019-04-30,0.006395886765650394,0.03345854809120294,0.08027693166366816,0.6396853551908417,0.3583461450394164,0.04619952494061752,0.2587823731203874,0.3209913700286831,0.5008105592181286,-0.5502393809147179,0.4274946326646252,0.39616806617992323,0.39813037061442935,-0.012554167592454535,0.36061398871243,0.24858517587550005,0.6140816039763964,0.26990879928537953,0.2336666873403087,0.6866437280550599,5.0,5.0,-0.007747795484492781,0.0005104548131635855,-0.002864839614233783,-0.002491485089540224,13.109999656677246,0.6899995803833026,2.5360000133514404,-0.053999900817871094,0.13384257589580312,0.06898416896288698,0.10967545636415632,0.7891696651173713,0.18754311472778684,0.2234515074495202
2019-05-01,-0.020827164407967613,0.03345854809120294,0.08027693166366816,0.6396853551908417,0.3583461450394164,0.04619952494061752,0.2587823731203874,0.3209913700286831,0.5008105592181286,-0.5502393809147179,0.4274946326646252,0.39616806617992323,0.39813037061442935,-0.012554167592454535,0.36061398871243,0.24858517587550005,0.6140816039763964,0.26990879928537953,0.2336666873403087,0.6866437280550599,6.0,6.0,-0.0032185519878874524,-0.007516610410477242,0.014143682250143175,0.005885431952486808,13.119999885559082,0.8400001525878906,2.509000062942505,-0.06099987030029297,0.13330059054522933,0.07696350908907929,0.10808565767007651,1.1716206360870418,0.19362592005827173,0.2190381695345708
2019-05-02,-0.013058661679841044,0.03345854809120294,0.08027693166366816,0.6396853551908417,0.3583461450394164,0.04619952494061752,0.2587823731203874,0.3209913700286831,0.5008105592181286,-0.5502393809147179,0.4274946326646252,0.39616806617992323,0.39813037061442935,-0.012554167592454535,0.36061398871243,0.24858517587550005,0.6140816039763964,0.26990879928537953,0.2336666873403087,0.6866437280550599,7.0,7.0,-0.004340317459460508,-0.002158975449650158,-0.01760861242008016,-0.01331055399749037,14.800000190734863,1.6599998474121094,2.510999917984009,-0.01100015640258789,0.15918931955005217,0.06887566982800285,0.11103624179725648,1.288353607113424,0.16749893333610522,0.23912644503750694
2019-05-03,0.021313537177596986,0.03345854809120294,0.08027693166366816,0.6396853551908417,0.3583461450394164,0.04619952494061752,0.2587823731203874,0.3209913700286831,0.5008105592181286,-0.5502393809147179,0.4274946326646252,0.39616806617992323,0.39813037061442935,-0.012554167592454535,0.36061398871243,0.24858517587550005,0.6140816039763964,0.26990879928537953,0.2336666873403087,0.6866437280550599,8.0,8.0,0.015948181476648227,0.009788125038466156,-0.008718344220380536,-0.010899686230190886,14.420000076293944,1.1700000762939435,2.552000045776367,0.018000125885009766,0.16913297507844235,0.07159013699751429,0.11491287469924,1.2866409407564816,0.15106576386873183,0.247900199495765
2019-05-06,-0.005818509059849486,0.03345854809120294,0.08027693166366816,0.6396853551908417,0.3583461450394164,0.04619952494061752,0.2587823731203874,0.3209913700286831,0.5008105592181286,-0.5502393809147179,0.4274946326646252,0.39616806617992323,0.39813037061442935,-0.012554167592454535,0.36061398871243,0.24858517587550005,0.6140816039763964,0.26990879928537953,0.2336666873403087,0.6866437280550599,11.0,11.0,-0.006121827544913749,-0.004115058491761192,0.00536535570094876,0.01152541213913083,12.869999885559082,0.1400003433227539,2.5309998989105225,0.025999784469604492,0.18061990216218488,0.08656458021263512,0.11632754840346704,1.166539710459571,0.17430009375165678,0.2603750279277046
2019-05-07,-0.020522673352333598,0.03345854809120294,0.08027693166366816,0.6396853551908417,0.3583461450394164,0.04619952494061752,0.2587823731203874,0.3209913700286831,0.5008105592181286,-0.5502393809147179,0.4274946326646252,0.39616806617992323,0.39813037061442935,-0.012554167592454535,0.36061398871243,0.24858517587550005,0.6140816039763964,0.26990879928537953,0.2336666873403087,0.6866437280550599,12.0,12.0,-0.019479705061110852,-0.01670005157557719,0.0003033184850642634,-0.0017034505680882939,15.4399995803833,2.3299999237060547,2.5,-0.03600001335144043,0.18107588380707562,0.09064073553054348,0.1165367270535655,1.12475307992742,0.16617517204829557,0.25566605564765155
2019-05-08,-7.987579314161497e-05,0.03345854809120294,0.08027693166366816,0.6396853551908417,0.3583461450394164,0.04619952494061752,0.2587823731203874,0.3209913700286831,0.5008105592181286,-0.5502393809147179,0.4274946326646252,0.39616806617992323,0.39813037061442935,-0.012554167592454535,0.36061398871243,0.24858517587550005,0.6140816039763964,0.26990879928537953,0.2336666873403087,0.6866437280550599,13.0,13.0,-0.002524021627186235,-0.0013887063570230396,-0.0010429682912227456,-0.0038226217767564075,19.31999969482422,6.199999809265137,2.447999954223633,-0.06100010871887207,0.19910780055085778,0.11529218288024413,0.1253296490125097,1.5998822676112614,0.14107872843070268,0.27193979083055975
